gene	go_function	is_correct	hyper-geometric p_value	pattern id	recurrence	dataset id list	connectivity	cluster_size	unknown_ratio	avg_degree	network_topo_score	network neighbors	network topology (edge_set)
FUSIP1	DNA metabolism	0	2.98756726703e-09	15864	5.0	[9, 13, 28, 39, 64]	0.5	9	0.0	4.0	1.58333333333	['MCM3', 'MCM6', 'MCM7', 'NASP', 'PCNA', 'USP1', 'CHAF1A', 'FUSIP1', 'TOPBP1']	[['MCM3', 'MCM6'], ['MCM3', 'MCM7'], ['MCM3', 'NASP'], ['MCM3', 'PCNA'], ['MCM6', 'MCM7'], ['MCM6', 'NASP'], ['MCM6', 'PCNA'], ['MCM6', 'USP1'], ['MCM6', 'CHAF1A'], ['MCM6', 'TOPBP1'], ['MCM7', 'NASP'], ['NASP', 'PCNA'], ['NASP', 'USP1'], ['NASP', 'TOPBP1'], ['PCNA', 'USP1'], ['PCNA', 'FUSIP1'], ['PCNA', 'TOPBP1'], ['USP1', 'TOPBP1']]
MTHFD2	DNA metabolism	0	7.20351204663e-10	101352	5.0	[3, 9, 11, 18, 31]	0.381818181818	11	0.0	3.81818181818	1.54717813051	['ACTL6A', 'CDC2', 'MCM6', 'MSH2', 'RFC4', 'RRM1', 'TOP2A', 'USP1', 'MTHFD2', 'TOPBP1', 'CBX3']	[['ACTL6A', 'MCM6'], ['ACTL6A', 'TOP2A'], ['ACTL6A', 'MTHFD2'], ['ACTL6A', 'CBX3'], ['CDC2', 'TOP2A'], ['MCM6', 'MSH2'], ['MCM6', 'RFC4'], ['MCM6', 'CBX3'], ['MSH2', 'USP1'], ['MSH2', 'CBX3'], ['RFC4', 'TOP2A'], ['RFC4', 'CBX3'], ['RRM1', 'USP1'], ['RRM1', 'CBX3'], ['TOP2A', 'USP1'], ['TOP2A', 'MTHFD2'], ['TOP2A', 'TOPBP1'], ['TOP2A', 'CBX3'], ['USP1', 'CBX3'], ['MTHFD2', 'CBX3'], ['TOPBP1', 'CBX3']]
SEC24A	intracellular protein transport	1	2.98139240136e-06	18673	5.0	[1, 25, 32, 41, 44]	0.466666666667	6	0.0	2.33333333333	1.41666666667	['ARCN1', 'COPB', 'CTNNA1', 'SDCBP', 'SEC23A', 'SEC24A']	[['ARCN1', 'COPB'], ['ARCN1', 'SEC24A'], ['COPB', 'CTNNA1'], ['COPB', 'SDCBP'], ['COPB', 'SEC23A'], ['COPB', 'SEC24A'], ['SDCBP', 'SEC23A']]
RUVBL2	mitotic cell cycle	0	5.29383486957e-15	112025	5.0	[2, 9, 11, 39, 44]	0.712121212121	12	0.0833333333333	7.83333333333	1.56952861953	['BUB1B', 'CCNA2', 'CDC20', 'CENPF', 'STK6', 'HIST1H4C', 'CCNB2', 'PTTG1', 'RUVBL2', 'KIF2C', 'UBE2C', 'TPX2']	[['BUB1B', 'CCNA2'], ['BUB1B', 'CDC20'], ['BUB1B', 'CENPF'], ['BUB1B', 'STK6'], ['BUB1B', 'CCNB2'], ['BUB1B', 'KIF2C'], ['BUB1B', 'UBE2C'], ['BUB1B', 'TPX2'], ['CCNA2', 'CDC20'], ['CCNA2', 'STK6'], ['CCNA2', 'CCNB2'], ['CCNA2', 'PTTG1'], ['CCNA2', 'UBE2C'], ['CCNA2', 'TPX2'], ['CDC20', 'CENPF'], ['CDC20', 'STK6'], ['CDC20', 'HIST1H4C'], ['CDC20', 'CCNB2'], ['CDC20', 'PTTG1'], ['CDC20', 'RUVBL2'], ['CDC20', 'KIF2C'], ['CDC20', 'UBE2C'], ['CDC20', 'TPX2'], ['CENPF', 'STK6'], ['CENPF', 'CCNB2'], ['CENPF', 'KIF2C'], ['CENPF', 'UBE2C'], ['CENPF', 'TPX2'], ['STK6', 'HIST1H4C'], ['STK6', 'CCNB2'], ['STK6', 'PTTG1'], ['STK6', 'KIF2C'], ['STK6', 'UBE2C'], ['STK6', 'TPX2'], ['HIST1H4C', 'CCNB2'], ['HIST1H4C', 'KIF2C'], ['HIST1H4C', 'UBE2C'], ['CCNB2', 'PTTG1'], ['CCNB2', 'KIF2C'], ['CCNB2', 'UBE2C'], ['CCNB2', 'TPX2'], ['PTTG1', 'KIF2C'], ['PTTG1', 'UBE2C'], ['PTTG1', 'TPX2'], ['KIF2C', 'UBE2C'], ['KIF2C', 'TPX2'], ['UBE2C', 'TPX2']]
PGRMC1	negative regulation of cellular physiological process	-1	0.0116965507831	24068	5.0	[18, 22, 37, 43, 49]	0.533333333333	6	0.333333333333	2.66666666667	1.27083333333	['PSEN1', 'RBBP4', 'YWHAZ', 'G3BP2', 'PGRMC1', 'MAPRE1']	[['PSEN1', 'RBBP4'], ['PSEN1', 'YWHAZ'], ['RBBP4', 'YWHAZ'], ['RBBP4', 'G3BP2'], ['RBBP4', 'MAPRE1'], ['YWHAZ', 'G3BP2'], ['G3BP2', 'PGRMC1'], ['G3BP2', 'MAPRE1']]
LILRB1	immune response	1	2.32571848451e-05	30755	5.0	[3, 11, 13, 17, 20]	0.7	5	0.0	2.8	1.54166666667	['AIF1', 'HLA-DMA', 'HLA-DPA1', 'HLA-DRA', 'LILRB1']	[['AIF1', 'HLA-DMA'], ['AIF1', 'HLA-DPA1'], ['AIF1', 'HLA-DRA'], ['AIF1', 'LILRB1'], ['HLA-DMA', 'HLA-DPA1'], ['HLA-DMA', 'HLA-DRA'], ['HLA-DPA1', 'HLA-DRA']]
CRA	immune response	0	4.36128859334e-18	19879	5.0	[3, 4, 11, 20, 50]	0.11149825784	42	0.0714285714286	4.57142857143	1.41666666667	['AIF1', 'ALOX5', 'BTK', 'C5R1', 'CD1D', 'CPM', 'CTSH', 'CYBB', 'EVI2B', 'FCN1', 'GUSB', 'HLA-DMA', 'HLA-DMB', 'HLA-DPA1', 'HLA-DRA', 'HLA-DRB1', 'CHST6', 'MNDA', 'NCF1', 'NCF2', 'NCF4', 'PECAM1', 'PFC', 'SERPINA1', 'PSAP', 'WBSCR5', 'LST1', 'AP1S2', 'SLC7A7', 'CD163', 'LY86', 'DCL-1', 'RASGRP2', 'LILRB2', 'TCIRG1', 'CRA', 'LILRA2', 'C1QR1', 'CLECSF6', 'RNF130', 'NICAL', 'ILT8']	[['AIF1', 'HLA-DMA'], ['AIF1', 'HLA-DMB'], ['AIF1', 'HLA-DRA'], ['AIF1', 'MNDA'], ['AIF1', 'PECAM1'], ['AIF1', 'LST1'], ['AIF1', 'DCL-1'], ['AIF1', 'LILRB2'], ['AIF1', 'CLECSF6'], ['ALOX5', 'CD1D'], ['ALOX5', 'MNDA'], ['ALOX5', 'NCF1'], ['ALOX5', 'NCF4'], ['ALOX5', 'LY86'], ['BTK', 'HLA-DRB1'], ['C5R1', 'SLC7A7'], ['C5R1', 'LILRB2'], ['CD1D', 'LY86'], ['CPM', 'DCL-1'], ['CTSH', 'HLA-DMA'], ['CTSH', 'HLA-DRB1'], ['CTSH', 'CHST6'], ['CTSH', 'SLC7A7'], ['CTSH', 'RNF130'], ['CYBB', 'SLC7A7'], ['EVI2B', 'HLA-DMA'], ['EVI2B', 'HLA-DMB'], ['EVI2B', 'HLA-DRA'], ['EVI2B', 'HLA-DRB1'], ['EVI2B', 'MNDA'], ['EVI2B', 'NCF4'], ['EVI2B', 'AP1S2'], ['EVI2B', 'SLC7A7'], ['EVI2B', 'LY86'], ['EVI2B', 'ILT8'], ['FCN1', 'PECAM1'], ['FCN1', 'C1QR1'], ['GUSB', 'TCIRG1'], ['HLA-DMA', 'HLA-DMB'], ['HLA-DMA', 'HLA-DPA1'], ['HLA-DMA', 'HLA-DRA'], ['HLA-DMA', 'HLA-DRB1'], ['HLA-DMA', 'NCF4'], ['HLA-DMA', 'SLC7A7'], ['HLA-DMA', 'LY86'], ['HLA-DMA', 'NICAL'], ['HLA-DMB', 'HLA-DPA1'], ['HLA-DMB', 'HLA-DRA'], ['HLA-DMB', 'HLA-DRB1'], ['HLA-DMB', 'LST1'], ['HLA-DMB', 'SLC7A7'], ['HLA-DMB', 'LY86'], ['HLA-DPA1', 'HLA-DRA'], ['HLA-DPA1', 'HLA-DRB1'], ['HLA-DPA1', 'SLC7A7'], ['HLA-DRA', 'HLA-DRB1'], ['HLA-DRA', 'PECAM1'], ['HLA-DRA', 'SLC7A7'], ['HLA-DRA', 'LY86'], ['HLA-DRB1', 'NCF4'], ['HLA-DRB1', 'SLC7A7'], ['HLA-DRB1', 'LY86'], ['HLA-DRB1', 'NICAL'], ['CHST6', 'SLC7A7'], ['CHST6', 'LY86'], ['MNDA', 'NCF1'], ['MNDA', 'NCF2'], ['MNDA', 'NCF4'], ['MNDA', 'LST1'], ['MNDA', 'LILRB2'], ['MNDA', 'CLECSF6'], ['NCF1', 'NCF4'], ['NCF2', 'PFC'], ['NCF2', 'LILRB2'], ['NCF2', 'CLECSF6'], ['NCF4', 'LST1'], ['NCF4', 'SLC7A7'], ['NCF4', 'LY86'], ['PECAM1', 'LST1'], ['PECAM1', 'AP1S2'], ['PECAM1', 'RNF130'], ['PFC', 'CLECSF6'], ['SERPINA1', 'CD163'], ['SERPINA1', 'CRA'], ['PSAP', 'RNF130'], ['WBSCR5', 'LY86'], ['LST1', 'LILRB2'], ['LST1', 'LILRA2'], ['LST1', 'CLECSF6'], ['LST1', 'ILT8'], ['SLC7A7', 'LY86'], ['CD163', 'C1QR1'], ['DCL-1', 'RNF130'], ['RASGRP2', 'NICAL'], ['LILRB2', 'CLECSF6'], ['TCIRG1', 'NICAL']]
TXNL4A	mitotic cell cycle	1	0.00403474416871	126821	5.0	[9, 27, 56, 59, 60]	0.4	6	0.166666666667	2.0	1.13888888889	['ILF2', 'MAD2L1', 'MCM6', 'CSPG6', 'TXNL4A', 'ANP32E']	[['ILF2', 'MCM6'], ['MAD2L1', 'TXNL4A'], ['MAD2L1', 'ANP32E'], ['MCM6', 'CSPG6'], ['MCM6', 'ANP32E'], ['CSPG6', 'ANP32E']]
SMAP	cellular carbohydrate metabolism	-1	0.000105912958846	14970	5.0	[22, 34, 50, 52, 63]	0.4	6	0.166666666667	2.0	1.38541666667	['ACLY', 'DDX1', 'MDH1', 'PDHB', 'RAD23B', 'SMAP']	[['ACLY', 'DDX1'], ['ACLY', 'MDH1'], ['DDX1', 'PDHB'], ['DDX1', 'RAD23B'], ['DDX1', 'SMAP'], ['PDHB', 'SMAP']]
CBX1	DNA metabolism	1	0.000119483481668	31500	5.0	[9, 15, 25, 34, 52]	1.0	4	0.0	3.0	1.46296296296	['HMGB2', 'KPNA2', 'RAD21', 'CBX1']	[['HMGB2', 'KPNA2'], ['HMGB2', 'RAD21'], ['HMGB2', 'CBX1'], ['KPNA2', 'RAD21'], ['KPNA2', 'CBX1'], ['RAD21', 'CBX1']]
RNP24	intracellular protein transport	1	0.00359205403785	32407	5.0	[15, 18, 34, 39, 49]	0.222222222222	10	0.0	2.0	1.26851851852	['ACADM', 'ACTL6A', 'PPP2CA', 'RAP1A', 'PRKRA', 'RAB11A', 'RNF14', 'RNP24', 'YWHAQ', 'TRAM1']	[['ACADM', 'ACTL6A'], ['ACADM', 'RAP1A'], ['PPP2CA', 'RAP1A'], ['PPP2CA', 'PRKRA'], ['PPP2CA', 'YWHAQ'], ['PRKRA', 'YWHAQ'], ['RAB11A', 'RNF14'], ['RAB11A', 'TRAM1'], ['RNP24', 'TRAM1'], ['YWHAQ', 'TRAM1']]
RNP24	vesicle-mediated transport	0	0.000158049136058	9947	5.0	[13, 15, 20, 34, 43]	1.0	6	0.0	5.0	1.232	['RAB1A', 'RAB5A', 'ENTH', 'ARFGEF1', 'RNP24', 'TXNDC']	[['RAB1A', 'RAB5A'], ['RAB1A', 'ENTH'], ['RAB1A', 'ARFGEF1'], ['RAB1A', 'RNP24'], ['RAB1A', 'TXNDC'], ['RAB5A', 'ENTH'], ['RAB5A', 'ARFGEF1'], ['RAB5A', 'RNP24'], ['RAB5A', 'TXNDC'], ['ENTH', 'ARFGEF1'], ['ENTH', 'RNP24'], ['ENTH', 'TXNDC'], ['ARFGEF1', 'RNP24'], ['ARFGEF1', 'TXNDC'], ['RNP24', 'TXNDC']]
RNP24	regulation of cell proliferation	0	0.0176905228006	1610	5.0	[3, 5, 15, 20, 43]	0.428571428571	8	0.25	3.0	0.548765432099	['CDKN1B', 'PRKAR1A', 'SSR1', 'CD164', 'ACTR2', 'RNP24', 'TRAM1', 'TDE2']	[['CDKN1B', 'TDE2'], ['PRKAR1A', 'SSR1'], ['PRKAR1A', 'CD164'], ['PRKAR1A', 'ACTR2'], ['PRKAR1A', 'RNP24'], ['PRKAR1A', 'TRAM1'], ['SSR1', 'CD164'], ['CD164', 'ACTR2'], ['CD164', 'RNP24'], ['CD164', 'TRAM1'], ['CD164', 'TDE2'], ['RNP24', 'TRAM1']]
UQCR	electron transport	1	1.9539899003e-07	18730	7.0	[2, 17, 22, 41, 43, 49, 60]	0.6	5	0.0	2.4	1.43055555556	['COX5B', 'COX6B1', 'COX7B', 'NDUFB3', 'UQCR']	[['COX5B', 'COX7B'], ['COX5B', 'UQCR'], ['COX6B1', 'COX7B'], ['COX6B1', 'UQCR'], ['COX7B', 'NDUFB3'], ['COX7B', 'UQCR']]
PLEKHC1	cell adhesion	1	0.00609759631696	62300	5.0	[3, 11, 13, 39, 47]	0.25	8	0.25	1.75	1.21527777778	['CTGF', 'CYR61', 'PMP22', 'CXCL12', 'DCAMKL1', 'DCL-1', 'ABCA8', 'PLEKHC1']	[['CTGF', 'CYR61'], ['CYR61', 'PMP22'], ['CYR61', 'PLEKHC1'], ['PMP22', 'DCL-1'], ['CXCL12', 'ABCA8'], ['CXCL12', 'PLEKHC1'], ['DCAMKL1', 'ABCA8']]
GCN1L1	mRNA processing	-1	0.00465429316201	14534	5.0	[49, 50, 53, 62, 63]	0.533333333333	6	0.333333333333	2.66666666667	0.8125	['NONO', 'EIF3S9', 'KHDRBS1', 'GCN1L1', 'SF3B2', 'PAI-RBP1']	[['NONO', 'SF3B2'], ['NONO', 'PAI-RBP1'], ['EIF3S9', 'GCN1L1'], ['EIF3S9', 'SF3B2'], ['KHDRBS1', 'SF3B2'], ['KHDRBS1', 'PAI-RBP1'], ['GCN1L1', 'SF3B2'], ['SF3B2', 'PAI-RBP1']]
COPS5	protein biosynthesis	1	0.0782887926387	128306	6.0	[15, 18, 22, 25, 36, 63]	0.714285714286	7	0.0	4.28571428571	1.18	['SET', 'DEK', 'DPM1', 'BUB3', 'COPS5', 'MRPL3', 'CBX3']	[['SET', 'DEK'], ['SET', 'BUB3'], ['SET', 'MRPL3'], ['SET', 'CBX3'], ['DEK', 'DPM1'], ['DEK', 'BUB3'], ['DEK', 'MRPL3'], ['DEK', 'CBX3'], ['DPM1', 'BUB3'], ['DPM1', 'COPS5'], ['DPM1', 'MRPL3'], ['DPM1', 'CBX3'], ['BUB3', 'MRPL3'], ['BUB3', 'CBX3'], ['MRPL3', 'CBX3']]
KIF2C	mitotic cell cycle	1	2.8753502884e-19	112153	5.0	[2, 9, 11, 39, 44]	0.576923076923	13	0.0769230769231	6.92307692308	1.59087944591	['BUB1B', 'CCNA2', 'CDC20', 'CENPF', 'H2AFZ', 'KPNA2', 'RAN', 'STK6', 'CCNB2', 'PTTG1', 'KIF2C', 'UBE2C', 'TPX2']	[['BUB1B', 'CCNA2'], ['BUB1B', 'CDC20'], ['BUB1B', 'CENPF'], ['BUB1B', 'STK6'], ['BUB1B', 'CCNB2'], ['BUB1B', 'KIF2C'], ['BUB1B', 'UBE2C'], ['BUB1B', 'TPX2'], ['CCNA2', 'CDC20'], ['CCNA2', 'KPNA2'], ['CCNA2', 'STK6'], ['CCNA2', 'CCNB2'], ['CCNA2', 'PTTG1'], ['CCNA2', 'UBE2C'], ['CCNA2', 'TPX2'], ['CDC20', 'CENPF'], ['CDC20', 'STK6'], ['CDC20', 'CCNB2'], ['CDC20', 'PTTG1'], ['CDC20', 'KIF2C'], ['CDC20', 'UBE2C'], ['CDC20', 'TPX2'], ['CENPF', 'STK6'], ['CENPF', 'CCNB2'], ['CENPF', 'KIF2C'], ['CENPF', 'UBE2C'], ['CENPF', 'TPX2'], ['H2AFZ', 'KPNA2'], ['H2AFZ', 'RAN'], ['KPNA2', 'RAN'], ['STK6', 'CCNB2'], ['STK6', 'PTTG1'], ['STK6', 'KIF2C'], ['STK6', 'UBE2C'], ['STK6', 'TPX2'], ['CCNB2', 'PTTG1'], ['CCNB2', 'KIF2C'], ['CCNB2', 'UBE2C'], ['CCNB2', 'TPX2'], ['PTTG1', 'KIF2C'], ['PTTG1', 'UBE2C'], ['PTTG1', 'TPX2'], ['KIF2C', 'UBE2C'], ['KIF2C', 'TPX2'], ['UBE2C', 'TPX2']]
KIF2C	cytoskeleton organization and biogenesis	1	2.0500993272e-06	110543	6.0	[2, 9, 13, 14, 39, 44]	0.8	6	0.0	4.0	1.46729166667	['BLM', 'BUB1B', 'KIF14', 'KIF2C', 'UBE2C', 'GTSE1']	[['BLM', 'BUB1B'], ['BLM', 'KIF14'], ['BUB1B', 'KIF14'], ['BUB1B', 'KIF2C'], ['BUB1B', 'UBE2C'], ['BUB1B', 'GTSE1'], ['KIF14', 'KIF2C'], ['KIF14', 'UBE2C'], ['KIF14', 'GTSE1'], ['KIF2C', 'UBE2C'], ['KIF2C', 'GTSE1'], ['UBE2C', 'GTSE1']]
LILRB3	immune response	1	1.25552232693e-16	121515	6.0	[3, 11, 13, 17, 20, 31]	0.549450549451	14	0.0	7.14285714286	1.62121212121	['AIF1', 'CD74', 'FCER1G', 'HLA-DMA', 'HLA-DMB', 'HLA-DPA1', 'HLA-DPB1', 'HLA-DRA', 'HLA-DRB5', 'LST1', 'CD163', 'LY86', 'LILRB2', 'LILRB3']	[['AIF1', 'CD74'], ['AIF1', 'HLA-DMA'], ['AIF1', 'HLA-DMB'], ['AIF1', 'HLA-DPB1'], ['AIF1', 'HLA-DRA'], ['AIF1', 'LST1'], ['CD74', 'FCER1G'], ['CD74', 'HLA-DMA'], ['CD74', 'HLA-DMB'], ['CD74', 'HLA-DPA1'], ['CD74', 'HLA-DPB1'], ['CD74', 'HLA-DRA'], ['CD74', 'HLA-DRB5'], ['CD74', 'LST1'], ['FCER1G', 'HLA-DMA'], ['FCER1G', 'HLA-DMB'], ['FCER1G', 'HLA-DPA1'], ['FCER1G', 'HLA-DRA'], ['FCER1G', 'HLA-DRB5'], ['FCER1G', 'LST1'], ['FCER1G', 'CD163'], ['FCER1G', 'LY86'], ['FCER1G', 'LILRB2'], ['HLA-DMA', 'HLA-DMB'], ['HLA-DMA', 'HLA-DPA1'], ['HLA-DMA', 'HLA-DPB1'], ['HLA-DMA', 'HLA-DRA'], ['HLA-DMA', 'HLA-DRB5'], ['HLA-DMA', 'LST1'], ['HLA-DMA', 'LY86'], ['HLA-DMB', 'HLA-DPA1'], ['HLA-DMB', 'HLA-DPB1'], ['HLA-DMB', 'HLA-DRA'], ['HLA-DMB', 'HLA-DRB5'], ['HLA-DMB', 'LST1'], ['HLA-DMB', 'LY86'], ['HLA-DPA1', 'HLA-DPB1'], ['HLA-DPA1', 'HLA-DRA'], ['HLA-DPA1', 'HLA-DRB5'], ['HLA-DPA1', 'LST1'], ['HLA-DPA1', 'LY86'], ['HLA-DPB1', 'HLA-DRA'], ['HLA-DPB1', 'HLA-DRB5'], ['HLA-DPB1', 'LST1'], ['HLA-DRA', 'HLA-DRB5'], ['HLA-DRA', 'LST1'], ['HLA-DRA', 'LY86'], ['HLA-DRB5', 'LST1'], ['LST1', 'LY86'], ['LST1', 'LILRB3']]
DSTN	regulation of cell proliferation	-1	0.03677205785	123679	5.0	[5, 15, 20, 34, 43]	0.555555555556	10	0.3	5.0	0.501976253464	['M11S1', 'PRKAR1A', 'SYPL', 'ZNF161', 'CUL4A', 'CD164', 'VAMP3', 'MATR3', 'ABI1', 'DSTN']	[['M11S1', 'PRKAR1A'], ['M11S1', 'CD164'], ['M11S1', 'MATR3'], ['M11S1', 'DSTN'], ['PRKAR1A', 'SYPL'], ['PRKAR1A', 'CD164'], ['PRKAR1A', 'VAMP3'], ['PRKAR1A', 'MATR3'], ['PRKAR1A', 'ABI1'], ['PRKAR1A', 'DSTN'], ['SYPL', 'CD164'], ['SYPL', 'VAMP3'], ['SYPL', 'MATR3'], ['SYPL', 'ABI1'], ['SYPL', 'DSTN'], ['ZNF161', 'CUL4A'], ['ZNF161', 'ABI1'], ['CD164', 'VAMP3'], ['CD164', 'MATR3'], ['CD164', 'ABI1'], ['CD164', 'DSTN'], ['VAMP3', 'MATR3'], ['MATR3', 'ABI1'], ['MATR3', 'DSTN'], ['ABI1', 'DSTN']]
CPSF5	mRNA processing	1	0.190970173866	117309	6.0	[11, 39, 41, 54, 60, 63]	0.4	6	0.0	2.0	1.11111111111	['FEN1', 'MCM2', 'NONO', 'TYMS', 'CPSF5', 'ZWINT']	[['FEN1', 'MCM2'], ['FEN1', 'NONO'], ['FEN1', 'ZWINT'], ['MCM2', 'ZWINT'], ['NONO', 'CPSF5'], ['TYMS', 'ZWINT']]
UBE2C	regulation of cell cycle	1	4.51730959684e-07	3765	7.0	[3, 9, 11, 39, 44, 57, 60]	0.761904761905	7	0.0	4.57142857143	1.524	['CDC6', 'CDC20', 'CDKN3', 'HMGB2', 'PCNA', 'CCNB2', 'UBE2C']	[['CDC6', 'CDC20'], ['CDC6', 'CDKN3'], ['CDC6', 'PCNA'], ['CDC6', 'CCNB2'], ['CDC6', 'UBE2C'], ['CDC20', 'CDKN3'], ['CDC20', 'PCNA'], ['CDC20', 'CCNB2'], ['CDC20', 'UBE2C'], ['CDKN3', 'PCNA'], ['CDKN3', 'CCNB2'], ['CDKN3', 'UBE2C'], ['HMGB2', 'CCNB2'], ['PCNA', 'CCNB2'], ['PCNA', 'UBE2C'], ['CCNB2', 'UBE2C']]
UBE2C	mitotic cell cycle	1	1.36647020123e-18	6357	8.0	[2, 3, 9, 13, 14, 34, 39, 44]	0.618181818182	11	0.0	6.18181818182	1.59233385998	['BUB1B', 'CCNA2', 'KIF11', 'STK6', 'CCNB2', 'PTTG1', 'KIF23', 'KNTC2', 'KIF2C', 'UBE2C', 'TPX2']	[['BUB1B', 'CCNA2'], ['BUB1B', 'KIF11'], ['BUB1B', 'CCNB2'], ['BUB1B', 'KIF23'], ['BUB1B', 'KNTC2'], ['BUB1B', 'KIF2C'], ['BUB1B', 'UBE2C'], ['BUB1B', 'TPX2'], ['CCNA2', 'KIF11'], ['CCNA2', 'CCNB2'], ['CCNA2', 'KIF2C'], ['CCNA2', 'TPX2'], ['KIF11', 'STK6'], ['KIF11', 'CCNB2'], ['KIF11', 'KIF23'], ['KIF11', 'KNTC2'], ['KIF11', 'KIF2C'], ['KIF11', 'UBE2C'], ['KIF11', 'TPX2'], ['STK6', 'CCNB2'], ['STK6', 'TPX2'], ['CCNB2', 'PTTG1'], ['CCNB2', 'KNTC2'], ['CCNB2', 'KIF2C'], ['CCNB2', 'UBE2C'], ['CCNB2', 'TPX2'], ['PTTG1', 'KIF2C'], ['KIF23', 'KNTC2'], ['KNTC2', 'KIF2C'], ['KNTC2', 'UBE2C'], ['KNTC2', 'TPX2'], ['KIF2C', 'UBE2C'], ['KIF2C', 'TPX2'], ['UBE2C', 'TPX2']]
UBE2C	cytoskeleton organization and biogenesis	1	2.0500993272e-06	110543	6.0	[2, 9, 13, 14, 39, 44]	0.8	6	0.0	4.0	1.46729166667	['BLM', 'BUB1B', 'KIF14', 'KIF2C', 'UBE2C', 'GTSE1']	[['BLM', 'BUB1B'], ['BLM', 'KIF14'], ['BUB1B', 'KIF14'], ['BUB1B', 'KIF2C'], ['BUB1B', 'UBE2C'], ['BUB1B', 'GTSE1'], ['KIF14', 'KIF2C'], ['KIF14', 'UBE2C'], ['KIF14', 'GTSE1'], ['KIF2C', 'UBE2C'], ['KIF2C', 'GTSE1'], ['UBE2C', 'GTSE1']]
TOPBP1	response to DNA damage stimulus	1	1.98092345675e-05	15923	5.0	[9, 18, 28, 31, 63]	0.6	5	0.0	2.4	1.46296296296	['BARD1', 'USP1', 'SMC1L1', 'TOPBP1', 'TXNDC']	[['BARD1', 'USP1'], ['BARD1', 'SMC1L1'], ['BARD1', 'TOPBP1'], ['USP1', 'SMC1L1'], ['USP1', 'TOPBP1'], ['SMC1L1', 'TXNDC']]
ZWINT	regulation of cell cycle	0	1.75920130945e-08	13475	9.0	[2, 9, 11, 39, 44, 57, 59, 60, 61]	0.857142857143	8	0.0	6.0	1.57501889645	['CCNA2', 'CDC2', 'CDC20', 'CDKN3', 'CENPF', 'CCNB2', 'UBE2C', 'ZWINT']	[['CCNA2', 'CDC2'], ['CCNA2', 'CDC20'], ['CCNA2', 'CDKN3'], ['CCNA2', 'CCNB2'], ['CCNA2', 'UBE2C'], ['CCNA2', 'ZWINT'], ['CDC2', 'CDC20'], ['CDC2', 'CDKN3'], ['CDC2', 'CENPF'], ['CDC2', 'CCNB2'], ['CDC2', 'UBE2C'], ['CDC2', 'ZWINT'], ['CDC20', 'CDKN3'], ['CDC20', 'CENPF'], ['CDC20', 'CCNB2'], ['CDC20', 'UBE2C'], ['CDKN3', 'CCNB2'], ['CDKN3', 'UBE2C'], ['CDKN3', 'ZWINT'], ['CENPF', 'CCNB2'], ['CENPF', 'UBE2C'], ['CCNB2', 'UBE2C'], ['CCNB2', 'ZWINT'], ['UBE2C', 'ZWINT']]
ZWINT	DNA metabolism	0	9.81604778155e-19	91454	6.0	[3, 6, 9, 11, 28, 39]	0.55	16	0.0	8.25	1.60007977369	['CDC6', 'H2AFX', 'LIG1', 'MCM3', 'MCM5', 'MCM6', 'MCM7', 'PCNA', 'POLE2', 'PRIM1', 'RFC5', 'RRM2', 'UNG', 'CDC7', 'KIAA0186', 'ZWINT']	[['CDC6', 'H2AFX'], ['CDC6', 'MCM3'], ['CDC6', 'MCM5'], ['CDC6', 'MCM6'], ['CDC6', 'MCM7'], ['CDC6', 'PCNA'], ['CDC6', 'POLE2'], ['CDC6', 'RRM2'], ['CDC6', 'UNG'], ['CDC6', 'KIAA0186'], ['CDC6', 'ZWINT'], ['H2AFX', 'MCM6'], ['H2AFX', 'RRM2'], ['H2AFX', 'UNG'], ['LIG1', 'MCM3'], ['LIG1', 'KIAA0186'], ['MCM3', 'MCM5'], ['MCM3', 'MCM6'], ['MCM3', 'MCM7'], ['MCM3', 'PCNA'], ['MCM3', 'POLE2'], ['MCM3', 'RFC5'], ['MCM3', 'RRM2'], ['MCM3', 'UNG'], ['MCM3', 'KIAA0186'], ['MCM3', 'ZWINT'], ['MCM5', 'MCM6'], ['MCM5', 'MCM7'], ['MCM5', 'POLE2'], ['MCM5', 'RRM2'], ['MCM5', 'KIAA0186'], ['MCM5', 'ZWINT'], ['MCM6', 'MCM7'], ['MCM6', 'PCNA'], ['MCM6', 'POLE2'], ['MCM6', 'RRM2'], ['MCM6', 'UNG'], ['MCM6', 'KIAA0186'], ['MCM6', 'ZWINT'], ['MCM7', 'POLE2'], ['MCM7', 'RRM2'], ['MCM7', 'ZWINT'], ['PCNA', 'POLE2'], ['PCNA', 'RFC5'], ['PCNA', 'RRM2'], ['PCNA', 'UNG'], ['PCNA', 'KIAA0186'], ['PCNA', 'ZWINT'], ['POLE2', 'PRIM1'], ['POLE2', 'RFC5'], ['POLE2', 'RRM2'], ['POLE2', 'UNG'], ['POLE2', 'CDC7'], ['POLE2', 'KIAA0186'], ['POLE2', 'ZWINT'], ['PRIM1', 'RFC5'], ['PRIM1', 'CDC7'], ['RFC5', 'UNG'], ['RFC5', 'ZWINT'], ['RRM2', 'UNG'], ['RRM2', 'KIAA0186'], ['RRM2', 'ZWINT'], ['UNG', 'KIAA0186'], ['UNG', 'ZWINT'], ['CDC7', 'KIAA0186'], ['KIAA0186', 'ZWINT']]
